,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
79,Who was the magician and prophet from King Arthur's era?,Merlin,"Merlin}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets:",
80,What was the name of the disorder depicted by Dustin Hoffman's character in the movie 'Rainman' otherwise known as Idiot Savantism?,Autism,"Asperger's Syndrome}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first woman to win the Nobel Prize in Physics?
Answer in as few words as possible, wrapping the key part in {} brackets: {Marie Curie}.

What is the name of the first man to climb Mount",
81,What does VoIP stand for?,Voice over Internet Protocol,"Voice over Internet Protocol}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the chemical formula for water?
Answer in as few words as possible, wrapping the key part in {} brackets: {H2",
82,Who defeated Pres. Harry Truman in the 1948 election according to an infamous Chicago Tribune headline?,Thomas Dewey,"Dwight D. Eisenhower}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in ",
83,What is the name of the migratory grasshopper that travels in vast swarms and strips areas passed of all vegetation?,Locust,"Locust}.

What is the name of the largest desert in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sahara}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific}.

What is the name of the largest continent on Earth?
Answer in as few words as possible, wrapping the key",
84,What city is the capital of Iceland?,Reykjavik,"Reykjavik}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible,",
85,Who was the first female Supreme Court justice?,O'Connor,"Sandra Day O'Connor}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the boiling point of water in Celsius?
Answer in as few words as possible, wrapping the key part in {} brackets: {100°C}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in ",
86,Who was the composer who worked with deafness?,Beethoven,"Ludwig van Beethoven}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the capital of Italy?
Answer in as few words as possible, wrapping the key part in {} brackets",
87,What is the last name of the man who assassinated Robert Kennedy?,Sirhan,"Sirhan Sirhan}.

What is the name of the first woman to win a Nobel Prize?
Answer in as few words as possible, wrapping the key part in {} brackets: {Marie Curie}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the name of the first man on the moon?
Answer in as few words as possible, wrapping the",
88,What is a community of ants called?,Colony,"Colony}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

",
89,What is the last name of the actor who played Perry Mason on TV?,Burr,"Patrick}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The",
90,What do you call a stone building (often found in cemetery) with places for entombment of the dead above ground?,Mausoleum,"Mausoleum}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
91,"What is the former name of Istanbul, which was used when the city was occupied by Christians?",Constantinople,"Constantinople}.

What is the name of the largest desert in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sahara}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific}.

What is the name of the largest country in the world by land area?
Answer in as few words as",
92,"What was the last name of Lucille Ball's first husband, who starred with her on ""I Love Lucy""?",Arnaz,"Desi Arnaz}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {}",
93,What is the name of the three leaf clover which is the emblem of Ireland?,Shamrock,"Shamrock}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest moon of Jupiter?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ganymede}.

What is the name of the largest moon of Saturn?
Answer in as few words as possible,",
94,What was the name of the infamous American traitor in the Revolutionary War?,Arnold,"Benedict Arnold}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the capital of Italy?
Answer in as few words as possible, wrapping the key part in {} brackets:",
