,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
78,What device is used to measure levels of radioactivity?,Geiger Counter,"Geiger counter}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
79,Who was the magician and prophet from King Arthur's era?,Merlin,"Merlin}.

What is the name of the first man in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Adam}.

What is the name of the first woman in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Eve}.

What is the name of the first man in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Adam",
80,What was the name of the disorder depicted by Dustin Hoffman's character in the movie 'Rainman' otherwise known as Idiot Savantism?,Autism,"autism}.

What is the name of the 'unofficial' capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington D.C}.

What is the name of the 'unofficial' capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington D.C}.

What is the name of the 'unofficial' capital of the United States?",
81,What does VoIP stand for?,Voice over Internet Protocol,"Voice over Internet Protocol}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible",
82,Who defeated Pres. Harry Truman in the 1948 election according to an infamous Chicago Tribune headline?,Thomas Dewey,"Dewey}.

What is the name of the U.S. state that is the largest producer of cotton?
Answer in as few words as possible, wrapping the key part in {} brackets: {Texas}.

What is the name of the U.S. state that is the largest producer of cotton?
Answer in as few words as possible, wrapping the key part in {} brackets: {Texas}.

What is the name of the U.S. state that is the largest producer",
83,What is the name of the migratory grasshopper that travels in vast swarms and strips areas passed of all vegetation?,Locust,"Locust}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
84,What city is the capital of Iceland?,Reykjavik,"Reykjavik}.

What is the name of the largest city in the US state of California?
Answer in as few words as possible, wrapping the key part in {} brackets: {Los Angeles}.

What is the name of the largest city in the US state of New York?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York City}.

What is the name of the largest city in the US state of Texas?
Answer in as",
85,Who was the first female Supreme Court justice?,O'Connor,"Ruth Bader Ginsburg}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York City}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York City}.

What is the name of the largest city in the United States?
Answer in as few words as possible,",
86,Who was the composer who worked with deafness?,Beethoven,"Beethoven}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",
87,What is the last name of the man who assassinated Robert Kennedy?,Sirhan,"Sirhan Sirhan}.

What is the name of the man who assassinated John F. Kennedy?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lee Harvey Oswald}.

What is the name of the man who assassinated Robert Kennedy?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sirhan Sirhan}.

What is the name of the man who assassinated John F. Kennedy?
Answer in as few words as",
88,What is a community of ants called?,Colony,"ant colony}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
89,What is the last name of the actor who played Perry Mason on TV?,Burr,"Raymond}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil}.

What is the name of the man who was the first to walk on the moon?
Answer in as",
90,What do you call a stone building (often found in cemetery) with places for entombment of the dead above ground?,Mausoleum,"mausoleum}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
