,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
85,Who was the first female Supreme Court justice?,O'Connor,"Sandra Day O'Connor}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
",
86,Who was the composer who worked with deafness?,Beethoven,"Beethoven}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific}.

What is the name of the largest continent in the world?
An",
87,What is the last name of the man who assassinated Robert Kennedy?,Sirhan,"Sirhan}.

What is the name of the man who assassinated John F. Kennedy?
Answer in as few words as possible, wrapping the key part in {} brackets: {Oswald}.

What is the name of the man who assassinated Martin Luther King?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ramsey}.

What is the name of the man who assassinated",
88,What is a community of ants called?,Colony,"a colony}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} br",
89,What is the last name of the actor who played Perry Mason on TV?,Burr,"Mason}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Armstrong}.

What is the name of the first man to walk on the moon",
90,What do you call a stone building (often found in cemetery) with places for entombment of the dead above ground?,Mausoleum,"Mausoleum}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in",
91,"What is the former name of Istanbul, which was used when the city was occupied by Christians?",Constantinople,"Constantinople}.

What is the name of the largest island in the Mediterranean Sea?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sicily}.

What is the name of the largest island in the Mediterranean Sea?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sicily}.

What is the name of the largest island in the Mediterranean Sea",
92,"What was the last name of Lucille Ball's first husband, who starred with her on ""I Love Lucy""?",Arnaz,"Desi Arnaz}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first",
93,What is the name of the three leaf clover which is the emblem of Ireland?,Shamrock,"Shamrock}.

What is the name of the river which flows through the city of Paris?
Answer in as few words as possible, wrapping the key part in {} brackets: {Seine}.

What is the name of the river which flows through the city of London?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thames}.

What is the name of the river which flows through",
94,What was the name of the infamous American traitor in the Revolutionary War?,Arnold,"Benedict Arnold}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific}.

What is the name of the largest continent in the world?
",
95,What is a group of geese called?,Gaggle,"A gaggle}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in",
96,What is a young female horse called?,Filly,"filly}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} br",
97,What is the name of the disease of the liver caused by abnormally high levels of bile in the blood that gives the skin a yellow color?,Jaundice,"Jaundice}.

What is the name of the disease of the liver caused by abnormally high levels of bile in the blood that gives the skin a yellow color?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jaundice}.

What is the name of the disease of the liver caused by abnormally high levels of bile in the blood that gives the skin a yellow color?
An",
98,What is the last name of the man who began the Reformation in Germany?,Luther,"Luther}.

What is the name of the man who wrote the book ""The Lord of the Rings""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Tolkien}.

What is the name of the man who wrote the book ""The Lord of the Rings""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Tolkien}.

What",
99,What is the name of the islands off the coast of Ecuador that Darwin visited to study unique species of birds and animals?,Galapagos,"Galapagos}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
An",
100,"What is the word that means to cause to explode or to set off, for example: a bomb?",Detonate,"detonate}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest continent in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Asia}.

What is the name of the largest ocean in the world?
Answer",
101,What is the orbiting particle of an atom?,Electron,"electron}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} br",
