,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
80,What was the name of the disorder depicted by Dustin Hoffman's character in the movie 'Rainman' otherwise known as Idiot Savantism?,Autism,"Down Syndrome}.

What is the name of the 1980s American sitcom about a family of five?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Brady Bunch}.

What is the name of the 1980s American sitcom about a family of five?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Brady Bunch}.

What is the",
81,What does VoIP stand for?,Voice over Internet Protocol,"Voice over Internet Protocol}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu",
82,Who defeated Pres. Harry Truman in the 1948 election according to an infamous Chicago Tribune headline?,Thomas Dewey,"Dewey}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
83,What is the name of the migratory grasshopper that travels in vast swarms and strips areas passed of all vegetation?,Locust,"Horned grasshopper}.

What is the name of the largest mammal on Earth?
Answer in as few words as possible, wrapping the key part in {} brackets: {Blue whale}.

What is the name of the largest bird on Earth?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ostrich}.

What is the name of the largest land animal on Earth?
Answer in as few words as possible",
84,What city is the capital of Iceland?,Reykjavik,"Reykjavik}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu",
85,Who was the first female Supreme Court justice?,O'Connor,"Ruth Bader Ginsburg}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for oxygen?
Answer in as few words as possible, wrapping the key part in {} brackets: {O}.
",
86,Who was the composer who worked with deafness?,Beethoven,"Johann Sebastian Bach}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
",
87,What is the last name of the man who assassinated Robert Kennedy?,Sirhan,"Lee Harvey Oswald}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
88,What is a community of ants called?,Colony,"colony}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.
",
89,What is the last name of the actor who played Perry Mason on TV?,Burr,"Perry Mason}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
90,What do you call a stone building (often found in cemetery) with places for entombment of the dead above ground?,Mausoleum,"Grave}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
91,"What is the former name of Istanbul, which was used when the city was occupied by Christians?",Constantinople,"Constantinople}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be",
92,"What was the last name of Lucille Ball's first husband, who starred with her on ""I Love Lucy""?",Arnaz,"Weaver}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be elected President",
93,What is the name of the three leaf clover which is the emblem of Ireland?,Shamrock,"Trinity}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as",
94,What was the name of the infamous American traitor in the Revolutionary War?,Arnold,"Benedict Arnold}.

What is the name of the famous American inventor of the light bulb?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thomas Edison}.

What is the name of the famous American inventor of the telephone?
Answer in as few words as possible, wrapping the key part in {} brackets: {Alexander Graham Bell}.

What is the name of the famous American inventor of the light bulb?
Answer",
95,What is a group of geese called?,Gaggle,"Goose}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.
",
