,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
77,Where is the Amazon rainforest located?,Brazil,"South America}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Amazon}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lake Baikal}.

What is the name of the largest mountain range in the world?
Answer in as few words as possible, wrapping the key part in {}",
78,What device is used to measure levels of radioactivity?,Geiger Counter," Geiger counter}.

What is the name of the chemical element with the symbol {Cu}?
Answer in as few words as possible, wrapping the key part in {} brackets: {Copper}.

What is the name of the chemical element with the symbol {Pb}?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lead}.

What is the name of the chemical element with the symbol {Fe}?
Answer in as few words as possible, wrapping the key",
79,Who was the magician and prophet from King Arthur's era?,Merlin,"Merlin}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first woman to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Buzz Aldrin}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
80,What was the name of the disorder depicted by Dustin Hoffman's character in the movie 'Rainman' otherwise known as Idiot Savantism?,Autism,"Autistic Spectrum Disorder}.

What is the name of the chemical element with the atomic number 79?
Answer in as few words as possible, wrapping the key part in {} brackets: {Gold}.

What is the name of the chemical element with the atomic number 119?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ununennium}.

What is the name of the chemical element with the atomic number 118?",
81,What does VoIP stand for?,Voice over Internet Protocol,"Voice over Internet Protocol}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold",
82,Who defeated Pres. Harry Truman in the 1948 election according to an infamous Chicago Tribune headline?,Thomas Dewey,"Adlai Stevenson}.

What is the name of the first woman to be elected to the U.S. Senate?
Answer in as few words as possible, wrapping the key part in {} brackets: {Elizabeth Keckley}.

What is the name of the first woman to be elected to the U.S. House of Representatives?
Answer in as few words as possible, wrapping the key part in {} brackets: {Julia Green}.

What is the name of the first woman to",
83,What is the name of the migratory grasshopper that travels in vast swarms and strips areas passed of all vegetation?,Locust,"The locust}.

What is the name of the first person to be awarded the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rabindranath Tagore}.

What is the name of the first person to be awarded the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rabindranath Tagore}.

What is the name of the first person to be awarded the Nobel Prize",
84,What city is the capital of Iceland?,Reykjavik,"Reykjavik}.

What is the name of the largest island in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Greenland}.

What is the name of the largest continent in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Asia}.

What is the name of the largest country in the world?
Answer in as few words as possible, wrapping the key part in {} brackets",
85,Who was the first female Supreme Court justice?,O'Connor,"Sandra Day O'Connor}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Geraldine R. Ford}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Geraldine R. Ford}.

What is the name of the first female president of the United States?
",
86,Who was the composer who worked with deafness?,Beethoven,"Beethoven}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",
87,What is the last name of the man who assassinated Robert Kennedy?,Sirhan,"Lee Harvey Oswald}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Shirley Chisholm}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Shirley Chisholm}.

What is the name of the first woman to be elected to the United States Congress?",
88,What is a community of ants called?,Colony,"colony}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the planet that is closest to the sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the planet that is farthest from the sun?
Answer in as few words as possible, wrapping the key part in",
